qid,structural,semantic,program_depth,question,gt_answer,blip_answer,mismatch_label,vilt_answer,vilt_correct
07194926,query,rel,3,What are the spots on?,banana,bananas,plural + blip_superset,bananas,False
07194915,query,rel,4,What is the fruit to the right of the blue bird?,banana,bananas,plural + blip_superset,banana,True
07194916,query,rel,3,What fruit is to the right of the bird?,banana,bananas,plural + blip_superset,banana,True
07445738,query,rel,3,What animal is in the field?,horse,horses,plural + blip_superset,horses,False
09535767,query,rel,3,What is the child on?,ski,skis,plural + blip_superset,skis,False
09535765,query,rel,3,What is the kid on?,ski,skis,plural + blip_superset,skis,False
13931524,query,rel,3,What is on the wall?,mirror,mirrors,plural + blip_superset,mirror,True
08561150,query,rel,3,What animal is the wall behind of?,polar bear,polar bears,plural + blip_superset,polar bear,True
198857,query,rel,4,Who is riding the skateboards that the shoes are on?,girl,girls,plural + blip_superset,women,False
04805818,query,rel,3,What is the bench in front of?,bush,bushes,plural + blip_superset,bushes,False
04805822,query,rel,3,The bench is in front of what?,bush,bushes,plural + blip_superset,bushes,False
1442037,query,rel,4,What kind of food is on the grill in front of the person?,sandwich,sandwiches,plural + blip_superset,sandwiches,False
1441924,query,rel,3,Which kind of food is on the grill?,sandwich,sandwiches,plural + blip_superset,sandwiches,False
07182571,query,rel,3,What is on the wall?,poster,posters,plural + blip_superset,pictures,False
08832869,query,rel,4,What is hanging from the building the man is in front of?,flag,flags,plural + blip_superset,lights,False
0311959,query,rel,4,What animal are the people that are to the right of the woman riding?,horse,horses,plural + blip_superset,horse,True
11730377,query,rel,3,Who is in the water?,surfer,surfers,plural + blip_superset,surfer,True
07684818,query,rel,3,What's in front of the floor?,chair,chairs,plural + blip_superset,table,False
07684817,query,rel,3,What is in front of the floor?,chair,chairs,plural + blip_superset,table,False
07684820,query,rel,3,What kind of furniture is in front of the floor?,chair,chairs,plural + blip_superset,chair,True
01689327,query,rel,3,How is the animal in the sky called?,bird,birds,plural + blip_superset,seagull,False
01688172,query,rel,4,What vehicle are the people next to the street exiting?,car,cars,plural + blip_superset,bus,False
10417086,query,rel,3,What is in the container?,plant,plants,plural + blip_superset,plants,False
10417085,query,rel,4,What is in the container in the bottom?,plant,plants,plural + blip_superset,plant,True
18555171,query,rel,3,What is located on top of the coffee table?,book,books,plural + blip_superset,lamp,False
031066505,query,rel,3,What item of furniture is in front of the rug?,chair,chairs,plural + blip_superset,chair,True
10883100,query,rel,3,What is located on top of the couch?,pillow,pillows,plural + blip_superset,pillow,True
19281341,query,rel,3,What's in front of the chalkboard?,umbrella,umbrellas,plural + blip_superset,people,False
08249781,query,rel,3,What is on the post?,sign,signs,plural + blip_superset,sign,True
08601066,query,rel,3,What kind of vegetable is on the spoon?,potato,potatoes,plural + blip_superset,carrots,False
08601080,query,rel,3,What is the vegetable in the bowl?,potato,potatoes,plural + blip_superset,carrots,False
08601081,query,rel,3,What kind of vegetable is in the bowl?,potato,potatoes,plural + blip_superset,carrots,False
09351232,query,rel,3,Which kind of animal is floating on the water?,bird,birds,plural + blip_superset,ducks,False
05334782,query,rel,3,Who wears shoes?,player,players,plural + blip_superset,man,False
08470569,query,rel,4,What is on the water the house is next to?,sailboat,sailboats,plural + blip_superset,boat,False
08470584,query,rel,3,What watercraft is in the water?,sailboat,sailboats,plural + blip_superset,sailboat,True
08470581,query,rel,3,What is in the water?,sailboat,sailboats,plural + blip_superset,boats,False
13979677,query,rel,4,The person near the backpack is holding what?,ski,skis,plural + blip_superset,skis,False
13979678,query,rel,3,What is the man holding?,ski,skis,plural + blip_superset,skis,False
111054701,query,rel,3,Which kind of furniture is inside the balcony?,chair,chairs,plural + blip_superset,table,False
19560826,query,rel,3,What's in the sky?,jet,jets,plural + blip_superset,planes,False
19560825,query,rel,3,What do you think is in the sky?,jet,jets,plural + blip_superset,planes,False
19560815,query,rel,3,What is in the sky?,jet,jets,plural + blip_superset,planes,False
08842891,query,rel,3,What is the man holding?,frisbee,frisbees,plural + blip_superset,frisbee,True
04903876,query,rel,3,What is on the table?,wine glass,wine glasses,plural + blip_superset,glass,False
18499508,query,rel,4,What kind of animal is on the green grass?,horse,horses,plural + blip_superset,horse,True
01189770,query,rel,3,What animal is below the water?,elephant,elephants,plural + blip_superset,elephant,True
18368214,query,rel,4,What is hanging from the beige building?,flag,flags,plural + blip_superset,sign,False
17108093,query,rel,3,What is on the bed?,pillow,pillows,plural + blip_superset,pillows,False
00742270,query,rel,3,What animal is in the desert?,horse,horses,plural + blip_superset,horse,True
07548201,query,rel,4,How is the vegetable on the food with the cheese called?,olive,olives,plural + blip_superset,basil,False
07548203,query,rel,3,Which kind of vegetable is on the pizza?,olive,olives,plural + blip_superset,spinach,False
14384969,query,rel,3,What do you think is in the vase?,flower,flowers,plural + blip_superset,flowers,False
13278385,query,rel,4,What is in the vase near the faucet?,flower,flowers,plural + blip_superset,flowers,False
07541138,query,rel,3,Which kind of furniture is to the right of the can?,chair,chairs,plural + blip_superset,chair,True
06144023,query,rel,3,Who is wearing a shirt?,girl,girls,plural + blip_superset,girl,True
06144077,query,rel,3,Who is in front of the wall?,girl,girls,plural + blip_superset,girl,True
06144031,query,rel,3,Who is in the living room?,girl,girls,plural + blip_superset,children,False
15973501,query,rel,3,What is the woman in front of?,tree,trees,plural + blip_superset,tree,True
15973500,query,rel,3,What is she in front of?,tree,trees,plural + blip_superset,tree,True
12880736,query,rel,4,What are the people in the truck riding?,motorcycle,motorcycles,plural + blip_superset,bikes,False
03169,query,rel,3,What is on the bed?,pillow,pillows,plural + blip_superset,pillows,False
15918302,query,rel,3,What is on the island?,tree,trees,plural + blip_superset,boat,False
05384089,query,rel,4,What is the fruit in the bowl in the bottom part?,banana,bananas,plural + blip_superset,oranges,False
031028553,query,rel,3,Who is using the computer?,boy,boys,plural + blip_superset,boy,True
031028667,query,rel,3,Who is sitting on the couch?,boy,boys,plural + blip_superset,boy,True
11293683,query,rel,3,Who is wearing trousers?,jockey,jockeys,plural + blip_superset,jockey,True
11293684,query,rel,3,Who is wearing the pants?,jockey,jockeys,plural + blip_superset,jockey,True
0356517,query,rel,3,What is the man in front of?,tree,trees,plural + blip_superset,trees,False
01478098,query,rel,4,What is in front of the door made of wood?,pole,poles,plural + blip_superset,nothing,False
00835897,query,rel,4,What is on the white shelf?,motorcycle,motorcycles,plural + blip_superset,motorcycles,False
153370,query,rel,3,What vegetable is to the left of the parsley?,carrot,carrots,plural + blip_superset,carrots,False
153359,query,rel,3,What vegetable is to the left of the onion?,carrot,carrots,plural + blip_superset,carrot,True
01863745,query,rel,3,What's the table in front of?,tree,trees,plural + blip_superset,tree,True
09282396,query,rel,3,What is the woman sitting on top of?,suitcase,suitcases,plural + blip_superset,suitcase,True
09282427,query,rel,4,What is the happy woman sitting on?,suitcase,suitcases,plural + blip_superset,suitcase,True
041017014,query,rel,3,What's on the pole?,flag,flags,plural + blip_superset,flags,False
041017013,query,rel,3,What is on the pole?,flag,flags,plural + blip_superset,flag,True
18767564,query,rel,4,What is inside the fence to the right of the cow?,tree,trees,plural + blip_superset,grass,False
07741229,query,rel,4,What kind of vegetable is to the right of the meat on the left?,carrot,carrots,plural + blip_superset,carrots,False
07741351,query,rel,4,What vegetable is to the left of the rice that is to the left of the knife?,carrot,carrots,plural + blip_superset,carrots,False
12385074,query,rel,4,What hangs on the wall near the toilet?,towel,towels,plural + blip_superset,towel,True
0331544,query,rel,3,What is hanging on the wall?,picture,pictures,plural + blip_superset,picture,True
05865361,query,rel,3,What piece of furniture is below the counter?,cabinet,cabinets,plural + blip_superset,cabinet,True
05865349,query,rel,3,What is under the counter?,cabinet,cabinets,plural + blip_superset,cabinets,False
05865353,query,rel,3,What is the item of furniture under the counter?,cabinet,cabinets,plural + blip_superset,cabinet,True
06347502,query,rel,4,What kind of vegetable is on the pizza that is to the left of the meat?,pepper,peppers,plural + blip_superset,olives,False
165550,query,rel,3,What vehicle is on the street?,car,cars,plural + blip_superset,van,False
171003193,query,rel,3,What kind of baked good is above the table?,donut,donuts,plural + blip_superset,donut,True
171002769,query,rel,3,What is the food above the table called?,donut,donuts,plural + blip_superset,donuts,False
171002920,query,rel,3,What is the food above the table?,donut,donuts,plural + blip_superset,donuts,False
171003172,query,rel,4,What kind of baked good is inside the box above the table?,donut,donuts,plural + blip_superset,donuts,False
171002755,query,rel,4,What do you think is the food that is inside the box the table is below?,donut,donuts,plural + blip_superset,donuts,False
04637956,query,rel,3,What vegetable is inside the salad?,tomato,tomatoes,plural + blip_superset,tomato,True
02623422,query,rel,3,What are the leaves on?,tree,trees,plural + blip_superset,grass,False
11525488,query,rel,3,What's located on top of the window?,blind,blinds,plural + blip_superset,blinds,False
11525487,query,rel,3,What is located on top of the window?,blind,blinds,plural + blip_superset,blinds,False
16409127,query,rel,3,What is the wire on?,pole,poles,plural + blip_superset,poles,False
12165314,query,rel,4,What vegetable is in the bag that is to the left of the laptop?,carrot,carrots,plural + blip_superset,no,False
08390228,query,rel,3,What kind of vehicle is on the street?,car,cars,plural + blip_superset,car,True
18297351,query,rel,4,What is in the bag in the bottom of the image?,orange,oranges,plural + blip_superset,orange,True
19378994,query,rel,3,What contains wine?,wine glass,wine glasses,plural + blip_superset,glass,False
13595079,query,rel,3,Who is wearing a shirt?,girl,girls,plural + blip_superset,woman,False
00758868,query,rel,3,Who is wearing trousers?,skier,skiers,plural + blip_superset,man,False
00759038,query,rel,3,Who is wearing goggles?,skier,skiers,plural + blip_superset,man,False
00759039,query,rel,3,Who is wearing the goggles?,skier,skiers,plural + blip_superset,man,False
19982275,query,rel,3,What is on the table?,paper,papers,plural + blip_superset,magazines,False
19949322,query,rel,4,What is the fruit to the right of the bag on the left side?,orange,oranges,plural + blip_superset,orange,True
08851627,query,rel,4,What is sitting on the shelf in the middle of the picture?,microwave,microwaves,plural + blip_superset,microwave,True
08851604,query,rel,4,What is sitting on the shelf on the right?,microwave,microwaves,plural + blip_superset,microwave,True
08851758,query,rel,4,What is sitting on the shelf to the right of the snacks?,microwave,microwaves,plural + blip_superset,microwave,True
0744754,query,rel,3,What is in the box?,tissue,tissues,plural + blip_superset,nothing,False
0744752,query,rel,4,What is in the cardboard box?,tissue,tissues,plural + blip_superset,paper,False
03375149,query,rel,4,What is hang from the light pole?,traffic light,traffic lights,plural + blip_superset,traffic lights,False
13778568,query,rel,3,What's in front of the train?,tree,trees,plural + blip_superset,trees,False
01179430,query,rel,3,What is on the shelf?,book,books,plural + blip_superset,books,False
05282647,query,rel,4,What is on the plate that the pot is to the left of?,pancake,pancakes,plural + blip_superset,eggs,False
05282649,query,rel,4,What is the food on the plate in the middle called?,pancake,pancakes,plural + blip_superset,pancakes,False
07920940,query,rel,3,What is under the table?,chair,chairs,plural + blip_superset,chairs,False
01558031,query,rel,3,What is on the road?,truck,trucks,plural + blip_superset,truck,True
1833488,query,rel,4,What is on the white paper?,donut,donuts,plural + blip_superset,donut,True
16699185,query,rel,3,What is inside the fence?,tree,trees,plural + blip_superset,trees,False
08468964,query,rel,4,What is in the pot to the left of the faucet?,flower,flowers,plural + blip_superset,flowers,False
12552821,query,rel,3,What kind of furniture is the same color as the floor?,chair,chairs,plural + blip_superset,couch,False
12552888,query,rel,3,What is hanging from the wall?,picture,pictures,plural + blip_superset,pictures,False
04675149,query,rel,5,What is the fruit that the cardboard box to the right of the lime contains called?,apple,apples,plural + blip_superset,banana,False
04675158,query,rel,4,What kind of fruit does the box to the right of the lime contain?,apple,apples,plural + blip_superset,apples,False
04675152,query,rel,4,What is the fruit that the box to the right of the lime contains?,apple,apples,plural + blip_superset,apples,False
04675298,query,rel,4,What fruit does the crate to the left of the boy contain?,apple,apples,plural + blip_superset,bananas,False
15515618,query,rel,3,Who is in front of the fence?,skier,skiers,plural + blip_superset,people,False
13483181,query,rel,3,What is in the grass?,apple,apples,plural + blip_superset,apple,True
13483182,query,rel,3,How is the fruit in the grass called?,apple,apples,plural + blip_superset,apple,True
07692728,query,rel,3,What's the water in front of?,mountain,mountains,plural + blip_superset,surfboards,False
07692727,query,rel,3,What is the water in front of?,mountain,mountains,plural + blip_superset,surfboards,False
11616201,query,rel,4,What is the item of furniture inside the building that the window is on the side of?,chair,chairs,plural + blip_superset,chairs,False
11616202,query,rel,3,What kind of furniture is inside the building?,chair,chairs,plural + blip_superset,chairs,False
11616199,query,rel,3,What is inside the building?,chair,chairs,plural + blip_superset,people,False
04736189,query,rel,4,What is under the bench the wall is behind of?,can,cans,plural + blip_superset,trash,False
04736190,query,rel,3,What is under the bench?,can,cans,plural + blip_superset,trash,False
11119362,query,rel,3,What's the table in front of?,chair,chairs,plural + blip_superset,pizza,False
11119361,query,rel,3,What is the table in front of?,chair,chairs,plural + blip_superset,pizza,False
15485367,query,rel,3,What kind of fast food is on the table?,hot dog,hot dogs,plural + blip_superset,hot dog,True
15485399,query,rel,3,What is the food that is on the tray?,hot dog,hot dogs,plural + blip_superset,hot dog,True
15485353,query,rel,3,What is in the box?,hot dog,hot dogs,plural + blip_superset,hot dogs,False
15485354,query,rel,3,What kind of fast food is in the box?,hot dog,hot dogs,plural + blip_superset,hot dog,True
00576822,query,rel,4,What fruit is on the white table?,orange,oranges,plural + blip_superset,orange,True
00576823,query,rel,3,What fruit is on the table?,orange,oranges,plural + blip_superset,orange,True
00576817,query,rel,3,What fruit is in the pitcher?,orange,oranges,plural + blip_superset,orange,True
00576811,query,rel,3,What fruit is in the bowl?,orange,oranges,plural + blip_superset,oranges,False
00576815,query,rel,3,What is in the pitcher?,orange,oranges,plural + blip_superset,oranges,False
00576810,query,rel,3,What is the fruit that is in the bowl?,orange,oranges,plural + blip_superset,orange,True
03815916,query,rel,3,What's on the wall?,picture,pictures,plural + blip_superset,pictures,False
10840142,query,rel,3,What is the elephant in front of?,tree,trees,plural + blip_superset,tree,True
0151442,query,rel,3,What animal is the dog watching?,cow,cows,plural + blip_superset,cows,False
0560216,query,rel,3,Who is walking towards the water?,surfer,surfers,plural + blip_superset,surfers,False
08819989,query,rel,3,What's the refrigerator covered by?,magnet,magnets,plural + blip_superset,magnets,False
12164265,query,rel,3,What is on the side walk?,suitcase,suitcases,plural + blip_superset,suitcase,True
12164266,query,rel,3,What is on the sidewalk?,suitcase,suitcases,plural + blip_superset,suitcase,True
00198577,query,rel,3,Which kind of fast food is the person holding?,hot dog,hot dogs,plural + blip_superset,hot dog,True
00198574,query,rel,3,What's the person holding?,hot dog,hot dogs,plural + blip_superset,hot dog,True
00198575,query,rel,3,What is the food that the person is holding?,hot dog,hot dogs,plural + blip_superset,hot dog,True
00198573,query,rel,3,This person is holding what?,hot dog,hot dogs,plural + blip_superset,hot dog,True
08163808,query,rel,3,Who is wearing the shorts?,boy,boys,plural + blip_superset,kids,False
14380109,query,rel,3,What is the lake in front of?,mountain,mountains,plural + blip_superset,mountains,False
06614957,query,rel,3,Who wears a helmet?,biker,bikers,plural + blip_superset,man,False
00856537,query,rel,4,What lies on the counter top made of marble?,pizza,pizzas,plural + blip_superset,pizza,True
02353757,query,rel,3,What's sitting on the floor?,bucket,buckets,plural + blip_superset,boxes,False
02353756,query,rel,3,What is sitting on the floor?,bucket,buckets,plural + blip_superset,boxes,False
10630930,query,rel,4,What is the female person holding?,pole,poles,plural + blip_superset,nothing,False
0815262,query,rel,4,What is on the green roof?,banana,bananas,plural + blip_superset,surfboard,False
11779596,query,rel,4,What is located on top of the vanilla cake?,candle,candles,plural + blip_superset,candles,False
11779634,query,rel,4,What is on the vanilla cake?,candle,candles,plural + blip_superset,candles,False
11779601,query,rel,4,What is on the cake on the right?,candle,candles,plural + blip_superset,candles,False
12789384,query,rel,3,Who is wearing the pants?,skier,skiers,plural + blip_superset,man,False
12789383,query,rel,3,Who is wearing pants?,skier,skiers,plural + blip_superset,man,False
02329793,query,rel,3,What is the grass in front of?,tree,trees,plural + blip_superset,trees,False
02329791,query,rel,3,What's the grass in front of?,tree,trees,plural + blip_superset,trees,False
01789001,query,rel,3,What's in front of the mountains?,building,buildings,plural + blip_superset,buildings,False
09655409,query,rel,3,What is the man on?,ski,skis,plural + blip_superset,skis,False
09655407,query,rel,3,What's the man on?,ski,skis,plural + blip_superset,skis,False
01898600,query,rel,3,What's on the comforter?,flower,flowers,plural + blip_superset,flowers,False
01898599,query,rel,3,What is on the comforter?,flower,flowers,plural + blip_superset,flowers,False
18454355,query,rel,3,Who is wearing shorts?,player,players,plural + blip_superset,basketball,False
0292537,query,rel,3,What's on the pole?,sign,signs,plural + blip_superset,sign,True
17863178,query,rel,3,What does that skier hold?,ski,skis,plural + blip_superset,ski poles,False
17863180,query,rel,3,What does the skier hold?,ski,skis,plural + blip_superset,ski poles,False
16545528,query,rel,4,Who is washing the vehicle covered by the soap?,girl,girls,plural + blip_superset,little girl,False
02693196,query,rel,3,Who is wearing a shirt?,player,players,plural + blip_superset,man,False
02409399,query,rel,3,Which kind of bird is walking on the ground?,pigeon,pigeons,plural + blip_superset,pigeon,True
02409398,query,rel,3,What kind of bird is walking on the ground?,pigeon,pigeons,plural + blip_superset,pigeon,True
02409416,query,rel,3,What bird walks on the ground?,pigeon,pigeons,plural + blip_superset,pigeon,True
02409347,query,rel,3,Which kind of bird walks on the ground?,pigeon,pigeons,plural + blip_superset,pigeon,True
02409443,query,rel,3,Which kind of bird is walking on the ground?,pigeon,pigeons,plural + blip_superset,pigeon,True
02409346,query,rel,3,What kind of bird walks on the ground?,pigeon,pigeons,plural + blip_superset,pigeon,True
14641408,query,rel,3,What does the crowd watch?,kite,kites,plural + blip_superset,kites,False
00777464,query,rel,3,What is the bird on?,rock,rocks,plural + blip_superset,rocks,False
00551914,query,rel,3,What kind of furniture is on the island?,chair,chairs,plural + blip_superset,table,False
11474828,query,rel,4,What is on the wood wall?,picture,pictures,plural + blip_superset,pictures,False
11474797,query,rel,3,Which kind of furniture is hanging from the ceiling?,cabinet,cabinets,plural + blip_superset,shelves,False
11474786,query,rel,3,What type of furniture is on the ceiling?,cabinet,cabinets,plural + blip_superset,lights,False
19273582,query,rel,3,What is under the counter?,pipe,pipes,plural + blip_superset,pipes,False
19272393,query,rel,3,What kind of animal is the dog looking at?,cow,cows,plural + blip_superset,cow,True
19272425,query,rel,3,Which kind of animal is the dog looking at?,cow,cows,plural + blip_superset,cow,True
11308508,query,rel,3,What animal is on top of the grass?,cow,cows,plural + blip_superset,cow,True
13417579,query,rel,3,What kind of fast food is on the grill?,hot dog,hot dogs,plural + blip_superset,hot dogs,False
13417569,query,rel,3,Which kind of fast food is on the grill?,hot dog,hot dogs,plural + blip_superset,hot dogs,False
17528333,query,rel,3,What is the cat in front of?,flower,flowers,plural + blip_superset,chair,False
16800877,query,rel,3,Who is wearing the wetsuit?,surfer,surfers,plural + blip_superset,man,False
06911303,query,rel,3,What's under the clouds?,mountain,mountains,plural + blip_superset,water,False
19269680,query,rel,3,What animal is on the beach?,seagull,seagulls,plural + blip_superset,seagull,True
02584588,query,rel,3,The girl is on what?,ski,skis,plural + blip_superset,skis,False
02584589,query,rel,3,What is the girl on?,ski,skis,plural + blip_superset,skis,False
07410882,query,rel,4,What is on the table to the left of the men?,glass,glasses,plural + blip_superset,glasses,False
16364470,query,rel,3,What is in front of the sky?,power line,power lines,plural + blip_superset,signs,False
03198954,query,rel,3,What is the couple in front of?,kite,kites,plural + blip_superset,kite,True
0647373,query,rel,3,What is in front of the building?,tree,trees,plural + blip_superset,tree,True
1662745,query,rel,4,What are the people to the left of the man carrying?,surfboard,surfboards,plural + blip_superset,surfboards,False
1662757,query,rel,4,What are the people to the left of the man holding?,surfboard,surfboards,plural + blip_superset,surfboards,False
17866617,query,rel,4,What is under the table that is made of wood?,book,books,plural + blip_superset,books,False
1172578,query,rel,3,What is covered in snow?,tree,trees,plural + blip_superset,trees,False
11261037,query,rel,3,What's on the bed?,teddy bear,teddy bears,plural + blip_superset,teddy bear,True
08900588,query,rel,4,What is the person to the right of the ski looking at?,mountain,mountains,plural + blip_superset,mountains,False
08900589,query,rel,3,What is the man looking at?,mountain,mountains,plural + blip_superset,mountains,False
08900586,query,rel,3,What is the man watching?,mountain,mountains,plural + blip_superset,mountain,True
08900585,query,rel,4,What is the person to the right of the ski watching?,mountain,mountains,plural + blip_superset,mountain,True
05358744,query,rel,3,What's the coffee in?,cup,cups,plural + blip_superset,cup,True
10626605,query,rel,3,Which kind of baked good are the sprinkles on?,donut,donuts,plural + blip_superset,chicken,False
10626604,query,rel,3,What type of baked good are the sprinkles on?,donut,donuts,plural + blip_superset,cookies,False
17206226,query,rel,3,Who is wearing shorts?,girl,girls,plural + blip_superset,girls,False
02269749,query,rel,3,What kind of baked good is right of the table?,bagel,bagels,plural + blip_superset,bread,False
01673317,query,rel,4,What is the food to the left of the peppers of the pizza?,mushroom,mushrooms,plural + blip_superset,pizza,False
08378561,query,rel,3,What do you think is on the table?,laptop,laptops,plural + blip_superset,laptop,True
08378631,query,rel,3,What type of device is on the table?,laptop,laptops,plural + blip_superset,laptop,True
08378636,query,rel,4,What is kept in the gray table?,laptop,laptops,plural + blip_superset,laptop,True
00631909,query,rel,3,Which kind of fruit is in the bag?,apple,apples,plural + blip_superset,oranges,False
00940920,query,rel,3,Who is wearing a shirt?,player,players,plural + blip_superset,man,False
071003996,query,rel,3,Who is wearing a helmet?,skier,skiers,plural + blip_superset,kids,False
12160300,query,rel,3,What is on the bag?,flower,flowers,plural + blip_superset,flowers,False
12160299,query,rel,4,What is on the bag that she is holding?,flower,flowers,plural + blip_superset,flowers,False
15893055,query,rel,3,What's in front of the clouds?,kite,kites,plural + blip_superset,kites,False
15893054,query,rel,3,What do you think is in front of the clouds?,kite,kites,plural + blip_superset,kites,False
02520019,query,rel,3,What is on the pizza?,onion,onions,plural + blip_superset,cheese,False
00902449,query,rel,4,What is the vegetable to the right of the bowl the rice is in?,carrot,carrots,plural + blip_superset,tomato,False
051039563,query,rel,3,What is the elephant on?,rock,rocks,plural + blip_superset,rocks,False
051039562,query,rel,3,The elephant is on what?,rock,rocks,plural + blip_superset,rocks,False
0246031,query,rel,4,What fruit is to the right of the brown animal?,apple,apples,plural + blip_superset,apple,True
0245997,query,rel,3,What kind of fruit is leaning on the post?,apple,apples,plural + blip_superset,apple,True
15958049,query,rel,3,What's located on top of the shelf?,box,boxes,plural + blip_superset,printer,False
1321929,query,rel,3,What is the dessert to the left of the cherry?,cupcake,cupcakes,plural + blip_superset,cupcakes,False
07514285,query,rel,4,What is the toy that is sitting in the wood chair?,stuffed animal,stuffed animals,plural + blip_superset,stuffed animals,False
07514284,query,rel,3,What is sitting in the chair?,stuffed animal,stuffed animals,plural + blip_superset,stuffed animals,False
07514283,query,rel,4,What is sitting in the wood chair?,stuffed animal,stuffed animals,plural + blip_superset,stuffed animals,False
06364609,query,rel,3,Which kind of animal is behind the fence?,cow,cows,plural + blip_superset,cow,True
03768029,query,rel,4,What type of furniture is to the right of the dark statue?,chair,chairs,plural + blip_superset,chair,True
11576641,query,rel,3,Which kind of furniture is to the right of the fence?,chair,chairs,plural + blip_superset,chair,True
18418294,query,rel,3,What is covered in the snow?,mountain,mountains,plural + blip_superset,mountains,False
01309363,query,rel,3,What is in front of the building?,tree,trees,plural + blip_superset,trees,False
0111165,query,rel,4,What sits at the table that to the left of the cabinet?,chair,chairs,plural + blip_superset,tv,False
0111166,query,rel,3,What sits at the table?,chair,chairs,plural + blip_superset,nothing,False
09180047,query,rel,3,What's in front of the building?,tree,trees,plural + blip_superset,tree,True
17892885,query,rel,4,What is under the hanging clouds?,mountain,mountains,plural + blip_superset,mountains,False
10611482,query,rel,3,What vehicle is driving on the road?,car,cars,plural + blip_superset,car,True
07313122,query,rel,3,What is sitting on the bookshelf?,book,books,plural + blip_superset,vase,False
07358577,query,rel,3,What is sitting on the table?,flower,flowers,plural + blip_superset,flowers,False
07358448,query,rel,3,Which kind of furniture is in the kitchen?,chair,chairs,plural + blip_superset,table,False
03519934,query,rel,3,What kind of furniture is under the counter?,cabinet,cabinets,plural + blip_superset,cabinet,True
03520018,query,rel,3,What is under the counter?,cabinet,cabinets,plural + blip_superset,cabinets,False
02335030,query,rel,3,What item of furniture is on the stage?,chair,chairs,plural + blip_superset,chair,True
1960461,query,rel,3,What's on the motorcycle?,bag,bags,plural + blip_superset,man,False
06467649,query,rel,3,What is on the bench?,tool,tools,plural + blip_superset,tools,False
09226905,query,rel,3,What is growing on the bush?,flower,flowers,plural + blip_superset,flowers,False
1158137,query,rel,3,What's on the wall?,picture,pictures,plural + blip_superset,pictures,False
12731033,query,rel,3,What is the man on?,ski,skis,plural + blip_superset,skis,False
03587147,query,rel,3,What is located on top of the car?,surfboard,surfboards,plural + blip_superset,surfboard,True
03587132,query,rel,3,What is on the car?,surfboard,surfboards,plural + blip_superset,surfboard,True
00104762,query,rel,3,What is in front of the building?,tree,trees,plural + blip_superset,truck,False
1735977,query,rel,3,What is under the sink?,cabinet,cabinets,plural + blip_superset,trash can,False
04764465,query,attr,2,In which part of the picture are the workers?,right,on right,prep_prefix + blip_superset,middle,False
00546922,query,global,2,Where was the picture taken?,street,on street,prep_prefix + blip_superset,outside,False
19835853,query,global,2,Where is it?,street,on street,prep_prefix + blip_superset,city,False
19866722,query,global,2,Where was the photo taken?,street,on street,prep_prefix + blip_superset,outside,False
11439852,query,global,2,Where was the photo taken?,street,on street,prep_prefix + blip_superset,outside,False
0977361,query,global,2,Where was the image taken?,street,on street,prep_prefix + blip_superset,outside,False
101041055,query,global,2,Where was the image taken?,road,on road,prep_prefix + blip_superset,road,True
04422167,query,global,2,Where was the image taken?,sidewalk,on sidewalk,prep_prefix + blip_superset,outside,False
09826626,query,global,2,Where was the photo taken?,street,on street,prep_prefix + blip_superset,outside,False
041026717,query,global,2,Where was the picture taken?,street,on street,prep_prefix + blip_superset,china,False
04764353,query,global,2,Where was the image taken?,street,on street,prep_prefix + blip_superset,outside,False
021031519,query,global,2,Where was the photo taken?,street,on street,prep_prefix + blip_superset,skate park,False
09595631,query,global,2,What place was the image taken at?,street,on street,prep_prefix + blip_superset,corner,False
19358381,query,rel,3,The wire is where?,floor,on floor,prep_prefix + blip_superset,floor,True
01864935,query,rel,3,Where is the boat?,water,in water,prep_prefix + blip_superset,water,True
14113269,query,rel,3,Where is the truck?,street,on street,prep_prefix + blip_superset,street,True
10918435,query,rel,3,Where is the hydrant?,sidewalk,on sidewalk,prep_prefix + blip_superset,sidewalk,True
15526241,query,rel,3,Where is the man walking?,sidewalk,on sidewalk,prep_prefix + blip_superset,sidewalk,True
1027209,query,rel,3,Where is the person?,beach,on beach,prep_prefix + blip_superset,beach,True
06886002,query,rel,3,Where is the ball?,ground,on ground,prep_prefix + blip_superset,ground,True
17470165,query,rel,3,Where is the bike?,sidewalk,on sidewalk,prep_prefix + blip_superset,sidewalk,True
05546944,query,rel,3,Where is the tree?,snow,in snow,prep_prefix + blip_superset,left,False
13382267,query,rel,3,The person is where?,sidewalk,on sidewalk,prep_prefix + blip_superset,sidewalk,True
06587252,query,rel,3,Where is the palm?,grass,on grass,prep_prefix + blip_superset,left,False
01282285,query,rel,3,Where is the passenger?,car,in car,prep_prefix + blip_superset,car,True
17212789,query,rel,3,Where is the man?,sidewalk,on sidewalk,prep_prefix + blip_superset,sidewalk,True
05359806,query,rel,3,Where is the bowl?,floor,on floor,prep_prefix + blip_superset,floor,True
08333566,query,rel,3,Where is the boy?,water,in water,prep_prefix + blip_superset,in water,False
05263383,query,rel,3,Where is the grass?,field,on field,prep_prefix + blip_superset,yes,False
00179810,query,rel,3,Where is the airplane?,sky,in sky,prep_prefix + blip_superset,sky,True
0288236,query,rel,3,Where is the fire hydrant?,sidewalk,on sidewalk,prep_prefix + blip_superset,sidewalk,True
01393382,query,rel,3,Where is the sheep?,field,in field,prep_prefix + blip_superset,field,True
